ID     Step     MaxR |    avgR     stdR | avgS stdS |    objC     etc.
Act FileNotFound when load_model: output/2022-04-27_16-25-48
Critic FileNotFound when load_model: output/2022-04-27_16-25-48
pygame 2.0.1 (SDL 2.0.14, Python 3.6.2)
Hello from the pygame community. https://www.pygame.org/contribute.html
 O  3.69e+07    81.63 |   46.45   108.91 |  122   17 |    0.26     0.12    -0.30    18.58
 O  3.70e+07    81.63 |   45.90   109.41 |  123   11 |    0.16     0.00    -0.23    19.00
 O  3.70e+07    81.63 |   30.50    92.35 |  123   12 |    0.23    -0.06    -0.27    28.47
 O  3.70e+07    81.63 |   30.20    91.94 |  123   12 |    0.13     0.03    -0.29    -0.06
 O  3.70e+07    81.63 |   30.75    92.61 |  118   22 |    0.22    -0.10    -0.32    27.12
 O  3.70e+07    81.63 |   30.90    93.06 |  121   21 |    0.17    -0.02    -0.24     9.53
 O  3.70e+07    81.63 |   15.20    66.75 |  124    8 |    0.12    -0.04    -0.29    -0.28
 O  3.70e+07    81.63 |   -0.35     0.91 |  127    0 |    0.18    -0.07    -0.25    19.09
 O  3.70e+07    81.63 |   15.80    67.50 |  125   11 |    0.17     0.07    -0.38    18.21
 O  3.71e+07    81.63 |    0.75     1.44 |  127    0 |    0.22     0.06    -0.24    36.32
 O  3.71e+07    81.63 |   15.05    67.01 |  125    7 |    0.13     0.13    -0.32    18.58
 O  3.71e+07    81.63 |   15.30    67.62 |  126    4 |    0.21    -0.06    -0.32    18.48
 O  3.71e+07    81.63 |    0.30     0.95 |  127    0 |    0.10    -0.01    -0.32     0.15
 O  3.71e+07    81.63 |   30.65    91.80 |  124    9 |    0.23    -0.07    -0.30    27.67
 O  3.71e+07    81.63 |   14.70    65.93 |  123   18 |    0.35    -0.05    -0.36    54.15
 O  3.71e+07    81.63 |   -0.65     2.26 |  124   15 |    0.14     0.09    -0.30     9.66
 O  3.71e+07    81.63 |   61.20   122.04 |  118   19 |    0.32    -0.03    -0.24    38.34
 O  3.72e+07    81.63 |   30.55    90.99 |  127    1 |    0.14     0.01    -0.33    -0.19
 O  3.72e+07    81.63 |   30.60    90.98 |  125    8 |    0.25     0.01    -0.38    35.82
 O  3.72e+07    81.63 |   15.50    66.65 |  124   12 |    0.15     0.04    -0.34     9.72
 O  3.72e+07    81.63 |   15.55    66.88 |  123   18 |    0.20     0.03    -0.28    19.66
 O  3.72e+07    81.63 |   15.70    66.63 |  123   14 |    0.13     0.05    -0.44     0.28
 O  3.72e+07    81.63 |   76.55   131.79 |  114   26 |    0.12    -0.04    -0.33     0.66
 O  3.72e+07    81.63 |   -0.30     1.62 |  124   12 |    0.11     0.01    -0.29     9.45
 O  3.72e+07    81.63 |   45.80   109.18 |  117   18 |    0.35    -0.05    -0.33    52.69
 O  3.72e+07    81.63 |   -0.25     2.49 |  124   10 |    0.18    -0.02    -0.25    18.73
 O  3.73e+07    81.63 |    0.05     1.02 |  127    0 |    0.17    -0.05    -0.23     0.16
 O  3.73e+07    81.63 |    0.15     0.65 |  127    0 |    0.13     0.08    -0.31     9.55
 O  3.73e+07    81.63 |   14.65    66.86 |  122   14 |    0.14    -0.03    -0.23     0.12
 O  3.73e+07    81.63 |   30.60    91.14 |  122   16 |    0.15     0.03    -0.37    10.12
 O  3.73e+07    81.63 |   16.30    66.72 |  126    2 |    0.11     0.04    -0.37     0.19
 O  3.73e+07    81.63 |   15.45    66.89 |  126    2 |    0.13    -0.02    -0.29     9.91
 O  3.73e+07    81.63 |    0.55     1.32 |  127    0 |    0.16     0.02    -0.33     8.52
 O  3.73e+07    81.63 |   29.95    91.86 |  124   10 |    0.14     0.01    -0.29     9.00
 O  3.74e+07    81.63 |   -0.40     1.85 |  125   10 |    0.29     0.03    -0.29    37.33
 O  3.74e+07    81.63 |   30.35    92.06 |  123   10 |    0.20     0.00    -0.33    19.19
 O  3.74e+07    81.63 |   46.00   109.23 |  122   18 |    0.15     0.12    -0.22    18.45
 O  3.74e+07    81.63 |   15.50    67.57 |  123   16 |    0.24    -0.06    -0.24    36.73
 O  3.74e+07    81.63 |   -0.65     2.08 |  127    0 |    0.23     0.05    -0.26    29.12
 O  3.74e+07    81.63 |    0.25     1.09 |  127    0 |    0.16    -0.04    -0.18     9.66
 O  3.74e+07    81.63 |    0.00     2.57 |  126    3 |    0.27    -0.12    -0.25    36.15
 O  3.74e+07    81.63 |   15.20    66.73 |  126    4 |    0.15    -0.16    -0.24    18.55
 O  3.75e+07    81.63 |    0.45     1.43 |  127    0 |    0.10     0.11    -0.32     0.16
 O  3.75e+07    81.63 |   -0.35     0.91 |  127    0 |    0.14     0.02    -0.29     9.59
 O  3.75e+07    81.63 |   31.40    92.38 |  121   18 |    0.14    -0.04    -0.22    -0.06
 O  3.75e+07    81.63 |   -0.35     3.07 |  121   17 |    0.17     0.05    -0.26    18.82
 O  3.75e+07    81.63 |   76.10   132.64 |  113   27 |    0.22    -0.08    -0.32    19.12
 O  3.75e+07    81.63 |    0.60     1.96 |  127    0 |    0.28    -0.10    -0.23    36.79
 O  3.75e+07    81.63 |   31.25    91.77 |  124    9 |    0.33    -0.07    -0.20    46.42
 O  3.75e+07    81.63 |   45.65   108.26 |  123   10 |    0.19     0.02    -0.21    18.70
 O  3.76e+07    81.63 |   45.80   109.03 |  120   15 |    0.22     0.02    -0.27    27.42
 O  3.76e+07    81.63 |   -1.20     2.77 |  124   11 |    0.23     0.02    -0.28    27.64
 O  3.76e+07    81.63 |   45.90   108.99 |  124    9 |    0.30     0.11    -0.27    46.64
 O  3.76e+07    81.63 |   30.55    92.00 |  122   12 |    0.16     0.05    -0.24     0.81
 O  3.76e+07    81.63 |   31.15    91.31 |  125    7 |    0.23     0.03    -0.32    35.71
 O  3.76e+07    81.63 |   61.65   122.32 |  120   17 |    0.17    -0.05    -0.30     0.25
 O  3.76e+07    81.63 |   61.05   122.74 |  118   20 |    0.17    -0.01    -0.30    19.00
 O  3.76e+07    81.63 |   61.10   122.46 |  114   27 |    0.37     0.05    -0.30    62.88
 O  3.77e+07    81.63 |   31.00    91.35 |  122   18 |    0.09    -0.09    -0.24     9.52
 O  3.77e+07    81.63 |   81.60   135.10 |  115   21 |    0.12     0.07    -0.27     9.53
 O  3.77e+07    81.63 |   46.65   108.82 |  122   12 |    0.16     0.02    -0.32    18.48
 O  3.77e+07    81.63 |   -0.20     1.36 |  127    1 |    0.26     0.06    -0.30    27.64
 O  3.77e+07    81.63 |   61.30   121.87 |  118   20 |    0.23     0.03    -0.25    28.66
 O  3.77e+07    81.63 |   30.10    91.65 |  124    8 |    0.31     0.03    -0.25    44.91
 O  3.77e+07    81.63 |   46.05   109.49 |  121   15 |    0.35     0.03    -0.31    55.48
 O  3.77e+07    81.63 |   15.15    67.66 |  123   12 |    0.18    -0.03    -0.33    27.88
 O  3.78e+07    81.63 |   30.30    91.25 |  122   12 |    0.19     0.03    -0.24    19.34
 O  3.78e+07    81.63 |   31.10    90.98 |  123   15 |    0.18    -0.00    -0.23    19.00
 O  3.78e+07    81.63 |   61.20   122.41 |  122   10 |    0.13    -0.04    -0.22     9.56
 O  3.78e+07    81.63 |   30.95    92.37 |  122   16 |    0.19     0.08    -0.31    19.44
 O  3.78e+07    81.63 |   76.75   133.06 |  119   15 |    0.22     0.00    -0.28    18.70
 O  3.78e+07    81.63 |   76.65   131.96 |  115   23 |    0.22    -0.09    -0.27    18.76
 O  3.78e+07    81.63 |   31.10    92.14 |  123   14 |    0.18    -0.00    -0.21    19.27
 O  3.78e+07    81.63 |   31.45    92.36 |  125    8 |    0.18    -0.04    -0.33    27.82
 O  3.79e+07    81.63 |   61.25   122.64 |  119   19 |    0.21     0.05    -0.26    18.79
 O  3.79e+07    81.63 |   15.70    66.41 |  126    3 |    0.32     0.01    -0.27    38.47
 O  3.79e+07    81.63 |   30.50    91.86 |  122   14 |    0.21     0.09    -0.34    18.85
 O  3.79e+07    81.63 |   15.65    66.40 |  127    2 |    0.17    -0.04    -0.28    18.64
 O  3.79e+07    81.63 |   16.00    66.77 |  125   10 |    0.15     0.08    -0.28    10.18
 O  3.79e+07    81.63 |   -0.25     1.67 |  127    0 |    0.25     0.05    -0.24    36.94
 O  3.79e+07    81.63 |   45.80   109.18 |  120   19 |    0.21    -0.01    -0.33    28.33
 O  3.79e+07    81.63 |   60.85   122.21 |  117   19 |    0.10     0.12    -0.33     0.22
 O  3.79e+07    81.63 |   -0.25     2.12 |  125    8 |    0.21     0.02    -0.31    18.82
 O  3.80e+07    81.63 |   15.70    67.53 |  126    2 |    0.18     0.05    -0.26    18.76
 O  3.80e+07    81.63 |    0.10     1.55 |  127    0 |    0.17     0.05    -0.19     9.34
 O  3.80e+07    81.63 |   30.85    91.74 |  121   15 |    0.24     0.03    -0.27    38.25
 O  3.80e+07    81.63 |   16.05    66.77 |  125    7 |    0.17    -0.07    -0.29    28.15
 O  3.80e+07    81.63 |   46.65   108.68 |  123   10 |    0.11    -0.04    -0.35     9.72
 O  3.80e+07    81.63 |   30.45    92.20 |  122   18 |    0.20     0.04    -0.25    35.85
 O  3.80e+07    81.63 |   45.80   109.18 |  118   25 |    0.13     0.07    -0.25     9.48
 O  3.80e+07    81.63 |   46.20   108.32 |  123   11 |    0.26    -0.00    -0.20    43.63
 O  3.81e+07    81.63 |   30.35    91.90 |  119   21 |    0.21    -0.12    -0.24    28.94
 O  3.81e+07    81.63 |   30.30    91.42 |  120   20 |    0.27    -0.00    -0.23    38.50
 O  3.81e+07    81.63 |   30.80    91.24 |  122   15 |    0.11    -0.18    -0.26     9.72
 O  3.81e+07    81.63 |   46.55   109.28 |  124    7 |    0.16    -0.01    -0.28    -0.53
 O  3.81e+07    81.63 |   14.60    67.57 |  120   17 |    0.17    -0.03    -0.30    18.79
 O  3.81e+07    81.63 |   14.55    66.89 |  124   12 |    0.14    -0.09    -0.27     9.88
 O  3.81e+07    81.63 |    0.50     2.87 |  127    0 |    0.15    -0.07    -0.28    -0.09
 O  3.81e+07    81.63 |    0.30     1.49 |  127    0 |    0.24     0.01    -0.21    26.65
 O  3.82e+07    81.63 |   46.10   109.47 |  124    7 |    0.20    -0.00    -0.25     9.59
 O  3.82e+07    81.63 |   16.10    66.76 |  123   16 |    0.19     0.09    -0.31    18.65
 O  3.82e+07    81.63 |   -0.45     2.20 |  126    4 |    0.16     0.02    -0.30    18.48
 O  3.82e+07    81.63 |   15.40    65.99 |  126    3 |    0.27    -0.08    -0.27    37.30
 O  3.82e+07    81.63 |   16.15    67.42 |  123   17 |    0.07     0.10    -0.25     9.22
 O  3.82e+07    81.63 |   30.60    91.82 |  118   21 |    0.14     0.06    -0.33     9.81
 O  3.82e+07    81.63 |   15.35    66.69 |  124   10 |    0.16     0.10    -0.28     9.24
 O  3.82e+07    81.63 |   -0.30     2.41 |  119   17 |    0.14    -0.03    -0.28     9.62
 O  3.83e+07    81.63 |    0.20     1.36 |  127    0 |    0.23    -0.02    -0.23    28.48
 O  3.83e+07    81.63 |   30.55    92.02 |  123   13 |    0.13    -0.07    -0.28     9.72
 O  3.83e+07    81.63 |   -0.35     1.35 |  127    2 |    0.15     0.02    -0.26     9.31
 O  3.83e+07    81.63 |   46.35   109.50 |  119   20 |    0.13    -0.05    -0.20     0.22
 O  3.83e+07    81.63 |    0.10     1.26 |  127    0 |    0.11     0.00    -0.32    -0.16
 O  3.83e+07    81.63 |   15.40    66.92 |  124   11 |    0.14     0.06    -0.34     9.81
 O  3.83e+07    81.63 |   14.80    66.60 |  127    1 |    0.11     0.01    -0.32     9.84
 O  3.83e+07    81.63 |   15.65    66.62 |  127    2 |    0.14     0.02    -0.25     0.53
 O  3.84e+07    81.63 |   15.10    66.29 |  126    5 |    0.17    -0.04    -0.26    18.79
 O  3.84e+07    81.63 |   30.60    91.98 |  123   14 |    0.29     0.07    -0.15    44.65
 O  3.84e+07    81.63 |   30.25    91.77 |  125   10 |    0.20    -0.06    -0.40    18.76
 O  3.84e+07    81.63 |   15.25    66.50 |  124   11 |    0.19    -0.00    -0.24    19.06
 O  3.84e+07    81.63 |   -0.30     1.42 |  127    0 |    0.06     0.02    -0.31     0.16
 O  3.84e+07    81.63 |    0.05     1.28 |  127    0 |    0.11    -0.10    -0.23    -0.09
 O  3.84e+07    81.63 |   -0.25     1.48 |  127    2 |    0.20     0.01    -0.34    18.42
 O  3.84e+07    81.63 |    0.20     0.68 |  127    0 |    0.17     0.00    -0.31     9.88
 O  3.85e+07    81.63 |   30.05    92.02 |  120   16 |    0.19     0.05    -0.31    18.30
 O  3.85e+07    81.63 |   30.30    91.74 |  123   14 |    0.24     0.09    -0.25    27.58
 O  3.85e+07    81.63 |    0.25     2.36 |  127    0 |    0.16     0.01    -0.18     9.34
 O  3.85e+07    81.63 |   15.50    66.19 |  127    1 |    0.11    -0.09    -0.26     0.09
 O  3.85e+07    81.63 |    0.40     2.31 |  127    0 |    0.19    -0.08    -0.20    18.52
 O  3.85e+07    81.63 |   -0.15     1.39 |  126    3 |    0.21    -0.04    -0.26    18.73
 O  3.85e+07    81.63 |   15.50    67.60 |  120   18 |    0.19     0.00    -0.28    18.52
 O  3.85e+07    81.63 |   14.95    66.33 |  124   11 |    0.22    -0.02    -0.25    27.55
 O  3.86e+07    81.63 |   16.10    67.44 |  125    7 |    0.18    -0.04    -0.20     9.61
 O  3.86e+07    81.63 |   15.90    66.58 |  125    9 |    0.16    -0.03    -0.35    10.47
 O  3.86e+07    81.63 |   46.05   109.76 |  121   15 |    0.15     0.04    -0.32     9.62
 O  3.86e+07    81.63 |    0.30     2.10 |  124   14 |    0.18     0.08    -0.25     9.66
 O  3.86e+07    81.63 |   30.90    91.71 |  125    8 |    0.14     0.03    -0.29    18.82
 O  3.86e+07    81.63 |   15.50    65.74 |  125    8 |    0.25    -0.12    -0.23    27.09
 O  3.86e+07    81.63 |   60.45   122.66 |  118   19 |    0.21     0.01    -0.25    18.48
 O  3.86e+07    81.63 |   60.50   121.51 |  118   22 |    0.17     0.09    -0.25    10.16
 O  3.86e+07    81.63 |   15.15    66.75 |  125   10 |    0.19     0.06    -0.22    19.31
 O  3.87e+07    81.63 |   -1.05     2.56 |  125    8 |    0.17     0.01    -0.19    17.88
 O  3.87e+07    81.63 |   15.65    66.63 |  123   19 |    0.13    -0.06    -0.29     0.41
 O  3.87e+07    81.63 |   15.55    66.65 |  124   14 |    0.24     0.02    -0.27    27.24
 O  3.87e+07    81.63 |    0.20     1.54 |  123   15 |    0.32     0.12    -0.32    52.43
 O  3.87e+07    81.63 |   45.60   109.12 |  119   18 |    0.22    -0.01    -0.28    19.50
 O  3.87e+07    81.63 |   30.55    91.82 |  126    6 |    0.24    -0.05    -0.29    27.82
 O  3.87e+07    81.63 |   15.80    65.68 |  126    6 |    0.14     0.02    -0.24     0.45
 O  3.87e+07    81.63 |   30.95    91.20 |  124   12 |    0.16    -0.05    -0.32    18.91
 O  3.88e+07    81.63 |    0.40     2.46 |  126    6 |    0.13    -0.07    -0.19     0.72
 O  3.88e+07    81.63 |   -0.10     1.95 |  126    4 |    0.17    -0.02    -0.23     9.58
 O  3.88e+07    81.63 |   15.25    66.76 |  117   25 |    0.10    -0.05    -0.22     0.12
 O  3.88e+07    81.63 |    0.60     1.74 |  127    0 |    0.22    -0.03    -0.24    18.55
 O  3.88e+07    81.63 |   15.35    66.91 |  127    2 |    0.20     0.00    -0.31    27.70
 O  3.88e+07    81.63 |   -0.35     2.35 |  125    6 |    0.13    -0.05    -0.22     9.55
 O  3.88e+07    81.63 |   29.80    91.43 |  120   19 |    0.16     0.07    -0.31     9.72
 O  3.88e+07    81.63 |   -0.35     2.54 |  127    1 |    0.13    -0.07    -0.31     9.59
 O  3.89e+07    81.63 |   15.40    65.99 |  124   12 |    0.12     0.05    -0.25     9.12
 O  3.89e+07    81.63 |   15.45    66.69 |  122   13 |    0.14    -0.04    -0.21    -0.16
 O  3.89e+07    81.63 |   14.60    66.66 |  122   14 |    0.27     0.07    -0.20    27.73
 O  3.89e+07    81.63 |   14.90    67.03 |  124    6 |    0.26    -0.07    -0.29    19.00
 O  3.89e+07    81.63 |   30.80    91.43 |  121   15 |    0.32     0.02    -0.18    37.39
 O  3.89e+07    81.63 |   14.95    66.80 |  124    9 |    0.22    -0.21    -0.22    18.61
 O  3.89e+07    81.63 |   15.05    65.62 |  123   12 |    0.12     0.07    -0.32     9.47
 O  3.89e+07    81.63 |   30.05    91.83 |  122   18 |    0.11     0.16    -0.36    -0.15
 O  3.90e+07    81.63 |   45.70   108.79 |  122   16 |    0.11    -0.07    -0.26    -0.19
 O  3.90e+07    81.63 |   30.35    91.89 |  124    8 |    0.18    -0.00    -0.35    18.33
 O  3.90e+07    81.63 |    0.10     1.76 |  126    4 |    0.12     0.03    -0.30    10.16
 O  3.90e+07    81.63 |    0.20     1.29 |  127    0 |    0.18    -0.02    -0.20     9.06
 O  3.90e+07    81.63 |   31.20    91.28 |  123   13 |    0.24     0.10    -0.39    25.66
 O  3.90e+07    81.63 |   14.75    66.85 |  123   12 |    0.14     0.06    -0.32     9.33
 O  3.90e+07    81.63 |   15.50    66.71 |  122   11 |    0.24     0.03    -0.24    27.55
 O  3.90e+07    81.63 |    0.60     1.32 |  127    0 |    0.11     0.08    -0.35     9.69
 O  3.91e+07    81.63 |   15.20    66.96 |  124   11 |    0.17    -0.03    -0.25     9.47
 O  3.91e+07    81.63 |   15.70    66.84 |  125    9 |    0.15    -0.05    -0.32     9.91
 O  3.91e+07    81.63 |   15.60    66.64 |  127    2 |    0.19     0.06    -0.27    18.39
 O  3.91e+07    81.63 |   61.35   121.59 |  122   13 |    0.32     0.05    -0.37    28.09
 O  3.91e+07    81.63 |   14.90    66.38 |  121   16 |    0.25     0.05    -0.27    36.03
 O  3.91e+07    81.63 |    1.20     1.89 |  127    0 |    0.11    -0.07    -0.27     9.72
 O  3.91e+07    81.63 |   -0.20     1.21 |  127    0 |    0.28     0.11    -0.23    28.36
 O  3.91e+07    81.63 |   30.25    91.60 |  119   23 |    0.30     0.00    -0.19    38.62
 O  3.92e+07    81.63 |   14.85    67.11 |  120   18 |    0.09     0.07    -0.22     9.12
 O  3.92e+07    81.63 |   29.60    91.98 |  121   15 |    0.22    -0.07    -0.30    19.16
 O  3.92e+07    81.63 |   15.80    66.14 |  125    7 |    0.22     0.04    -0.28    29.00
 O  3.92e+07    81.63 |    0.25     2.30 |  126    6 |    0.16     0.01    -0.24     9.72
 O  3.92e+07    81.63 |   45.00   109.38 |  116   25 |    0.12     0.02    -0.22     8.81
 O  3.92e+07    81.63 |   30.35    91.22 |  119   21 |    0.13     0.04    -0.30     9.36
 O  3.92e+07    81.63 |   -0.55     1.86 |  126    4 |    0.12     0.02    -0.32     9.33
 O  3.92e+07    81.63 |    0.20     1.33 |  126    4 |    0.12     0.03    -0.30     0.22
 O  3.93e+07    81.63 |   30.00    91.67 |  125    7 |    0.28     0.09    -0.09    27.70
 O  3.93e+07    81.63 |   -1.05     1.77 |  124   12 |    0.19     0.07    -0.18    19.09
 O  3.93e+07    81.63 |   15.05    66.77 |  123   15 |    0.19    -0.08    -0.24    18.48
 O  3.93e+07    81.63 |   30.45    92.20 |  120   17 |    0.24    -0.17    -0.28    28.81
 O  3.93e+07    81.63 |    0.10     2.32 |  126    2 |    0.27     0.09    -0.19    35.62
 O  3.93e+07    81.63 |   30.15    92.12 |  122   14 |    0.17     0.06    -0.18    18.58
 O  3.93e+07    81.63 |    0.35     1.49 |  127    0 |    0.07    -0.02    -0.26    -0.22
 O  3.93e+07    81.63 |    0.65     1.28 |  127    0 |    0.08     0.01    -0.23     0.28
 O  3.94e+07    81.63 |   -0.45     1.66 |  127    0 |    0.12    -0.06    -0.28     9.72
 O  3.94e+07    81.63 |   -0.30     1.19 |  127    0 |    0.07     0.03    -0.27     9.84
 O  3.94e+07    81.63 |   -0.25     1.81 |  125   11 |    0.15     0.02    -0.24     9.39
 O  3.94e+07    81.63 |   15.30    66.70 |  127    1 |    0.13    -0.06    -0.23     0.38
 O  3.94e+07    81.63 |   15.80    67.51 |  124   12 |    0.11    -0.06    -0.24    -0.47
 O  3.94e+07    81.63 |    0.05     0.80 |  127    0 |    0.10     0.13    -0.22     0.28
 O  3.94e+07    81.63 |   15.40    67.14 |  127    0 |    0.10     0.01    -0.30     0.38
 O  3.94e+07    81.63 |    0.30     2.39 |  124   13 |    0.08     0.02    -0.24     0.25
 O  3.94e+07    81.63 |   15.90    66.57 |  124   14 |    0.12     0.13    -0.28    -0.19
 O  3.95e+07    81.63 |   -0.05     1.36 |  124   12 |    0.15    -0.03    -0.28    -0.09
 O  3.95e+07    81.63 |   15.50    66.88 |  126    3 |    0.11     0.04    -0.18    -0.06
 O  3.95e+07    81.63 |   15.05    66.76 |  125    7 |    0.10    -0.02    -0.27    -0.06
 O  3.95e+07    81.63 |    0.55     1.53 |  127    0 |    0.12    -0.03    -0.19     0.00
 O  3.95e+07    81.63 |   -0.10     0.44 |  127    0 |    0.07    -0.04    -0.23     0.09
 O  3.95e+07    81.63 |   30.70    91.77 |  123   11 |    0.15     0.02    -0.21     0.41
 O  3.95e+07    81.63 |   -0.25     1.18 |  127    0 |    0.09    -0.04    -0.26     0.06
 O  3.95e+07    81.63 |    0.25     0.62 |  127    0 |    0.14     0.03    -0.21     9.53
[34m[1mwandb[39m[22m: Network error resolved after 0:01:25.751913, resuming normal operation.
 O  3.96e+07    81.63 |   -0.50     1.80 |  123   18 |    0.04    -0.02    -0.18    -0.09
 O  3.96e+07    81.63 |   -0.25     1.13 |  127    0 |    0.16    -0.02    -0.31     9.56
 O  3.96e+07    81.63 |   15.25    66.71 |  126    4 |    0.07     0.03    -0.21     0.50
 O  3.96e+07    81.63 |    0.10     1.04 |  127    0 |    0.12     0.03    -0.16     9.56
 O  3.96e+07    81.63 |    0.10     0.77 |  127    0 |    0.09    -0.01    -0.23     8.94
 O  3.96e+07    81.63 |   15.25    66.25 |  123   17 |    0.19    -0.02    -0.20    18.97
 O  3.96e+07    81.63 |    0.05     1.12 |  127    0 |    0.10     0.10    -0.29    -0.06
