ID     Step     MaxR |    avgR     stdR | avgS stdS |    objC     etc.
Act FileNotFound when load_model: output/2022-04-25_22-58-15
Critic FileNotFound when load_model: output/2022-04-25_22-58-15
pygame 2.0.1 (SDL 2.0.14, Python 3.6.2)
Hello from the pygame community. https://www.pygame.org/contribute.html
 O  2.00e+07    82.33 |   16.40    66.69 |  126    6 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.20    92.11 |  119   20 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   15.85    66.81 |  126    3 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   30.90    91.87 |  126    4 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   46.65   108.96 |  119   20 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   15.75    66.60 |  121   18 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   16.15    66.52 |  122   10 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.20    91.44 |  117   21 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   30.65    91.62 |  126    5 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |    0.50     1.24 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   76.95   132.48 |  115   21 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   16.00    67.46 |  125    7 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.00    91.84 |  124    9 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   15.70    66.60 |  122   15 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.65    91.47 |  120   17 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |    1.10     2.00 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   30.70    91.60 |  118   22 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   15.95    67.47 |  124   10 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   16.20    66.51 |  125    6 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.40    92.04 |  124   10 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |    0.50     1.07 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   46.40   109.06 |  125    8 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   16.15    67.43 |  125    8 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   16.25    66.72 |  126    5 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   62.10   122.09 |  112   28 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.10    91.81 |  124   12 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   16.45    67.59 |  118   24 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.55    91.67 |  122   17 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   15.75    66.60 |  122   12 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   15.65    66.84 |  124   12 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   16.20    66.50 |  125   11 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   16.00    66.55 |  124    8 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   77.45   132.66 |  118   18 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.45    91.70 |  122   17 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.45    91.70 |  124   14 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |    0.60     1.39 |  125   10 |    0.00     0.00     0.00
O  2.00e+07    82.47 |
 O  2.00e+07    82.47 |   82.47   135.18 |  119   15 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    1.15     1.68 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.45    91.52 |  117   23 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    1.55     1.94 |  126    2 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.90    66.79 |  126    2 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.05    66.54 |  124   12 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.30     0.95 |  126    6 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.30     0.78 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.65     0.91 |  126    3 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   61.85   122.21 |  119   18 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.65    66.61 |  127    2 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   47.05   108.79 |  123   14 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.45    66.45 |  125    7 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   62.15   122.44 |  122   12 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.70     1.31 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.90    66.57 |  124   11 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.85     1.59 |  125    7 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.60     1.07 |  126    5 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.60     1.43 |  125    6 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   62.15   122.94 |  115   23 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.35    91.73 |  123   12 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   62.00   122.01 |  118   21 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.80    66.59 |  126    2 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.85    66.58 |  123   17 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.80    66.59 |  127    2 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.50    91.68 |  119   19 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   77.20   132.57 |  118   18 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.80   109.46 |  112   29 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.30    91.58 |  118   19 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.65     1.31 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.90    66.80 |  124    9 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.50    91.51 |  126    6 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.75    91.60 |  121   17 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.85   109.58 |  118   22 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.85     1.68 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.40   109.20 |  121   15 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.70     1.14 |  124   11 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   62.30   121.86 |  116   19 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   77.45   132.19 |  118   24 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.65    66.62 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.20   109.28 |  123    9 |    0.00     0.00     0.00
[34m[1mwandb[39m[22m: Network error resolved after 0:01:23.423170, resuming normal operation.
 O  2.00e+07    82.47 |    0.85     1.24 |  125    6 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.80     1.29 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.75    91.44 |  125    7 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.75   109.76 |  124    7 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.35    66.48 |  122   14 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.95    66.55 |  123   16 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.25   109.26 |  121   16 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.65    66.62 |  124   11 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.85    66.58 |  124   12 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.40    91.55 |  124   10 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.20    66.74 |  125   10 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.10    91.80 |  120   23 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.90    66.79 |  126    6 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.35     0.73 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.35    66.47 |  124   10 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.35     0.96 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.30     0.64 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.50   109.02 |  123   11 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.55   109.56 |  117   20 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    1.05     1.60 |  125    9 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   47.10   109.61 |  123   10 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    1.00     1.61 |  122   16 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.45    91.69 |  125    6 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    1.60     2.03 |  126    5 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.35    92.23 |  124    9 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.55     1.24 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.55   109.56 |  125    7 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.70     1.45 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.25    66.49 |  124   12 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   30.80    91.74 |  123   14 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.80    66.59 |  123   11 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.40   109.20 |  121   15 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.65   109.10 |  117   23 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.35    91.56 |  121   17 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.55    66.64 |  125    9 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   30.95    91.69 |  124   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.60    91.64 |  119   20 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.20     0.60 |  125    8 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.25    66.49 |  123   15 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.20    91.61 |  124    8 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.25    92.26 |  122   15 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.05    66.54 |  124   12 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.20   109.28 |  121   19 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.05    66.53 |  127    1 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   30.95    91.85 |  124   12 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.75   109.20 |  119   17 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.75    66.60 |  124   12 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   77.70   131.94 |  121   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   61.80   122.23 |  118   22 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.50     0.87 |  126    5 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.15    66.29 |  122   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   61.85   122.08 |  121   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.90    66.56 |  125    9 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.50     1.07 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.75    91.60 |  125    8 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.80    66.59 |  126    4 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.30    66.48 |  124   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.35    92.23 |  123   12 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.35    91.89 |  124   10 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.35    92.06 |  124    9 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.05    66.54 |  123   11 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.65    91.47 |  120   16 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.70    66.63 |  126    5 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   32.05    92.66 |  120   22 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.45     1.24 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.60    91.48 |  119   16 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.15    67.43 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.50    92.18 |  123   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.15    91.62 |  125    9 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.75     1.30 |  127    2 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.40    66.69 |  123   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.10   109.05 |  120   20 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.85     1.62 |  124   14 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.20    91.61 |  125    6 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   32.50    91.86 |  124    7 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.55     1.24 |  126    5 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.15    92.29 |  123   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.50    66.65 |  123    9 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.75    66.83 |  123   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.70     1.68 |  125    8 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.50   109.02 |  114   29 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.45   109.18 |  121   15 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   30.90    91.70 |  121   17 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.50     1.20 |  123   11 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.55    66.41 |  125   10 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.90    66.80 |  125    7 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.40    66.46 |  123   16 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.20   109.14 |  120   19 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.15    66.51 |  126    4 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   62.00   122.63 |  120   14 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.65     1.28 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.05    66.76 |  122   15 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   30.85    91.72 |  119   19 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.25    91.76 |  124   11 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.35    67.38 |  120   18 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.90   109.97 |  118   17 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   30.70    91.77 |  127    1 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.80    66.59 |  127    2 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.75    66.37 |  126    4 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.80   109.18 |  121   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.40    92.21 |  123   11 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    1.30     1.55 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.35    91.73 |  119   19 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.15    66.75 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.15    66.52 |  123   12 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.90   109.28 |  125    7 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.65   110.21 |  116   21 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.05    92.16 |  121   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.20   108.86 |  120   16 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    1.20     1.63 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.05    66.54 |  127    2 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    1.00     1.48 |  126    5 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   62.17   122.43 |  122   14 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.60     1.11 |  124   12 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.25    92.42 |  126    6 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.75    91.59 |  120   17 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.15   109.30 |  121   14 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.55     1.24 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.40     0.80 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.90    66.57 |  124    9 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.25    66.49 |  120   16 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.65    66.61 |  126    3 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.70    66.60 |  123   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   47.30   109.25 |  120   17 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.80    66.37 |  116   28 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.35    92.07 |  119   19 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.45    92.36 |  123   16 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.00    66.55 |  124   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   61.85   122.21 |  113   25 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.50     1.20 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.80     1.44 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.90     1.79 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   61.45   122.53 |  120   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.85     1.28 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.25    66.50 |  126    6 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.05    66.53 |  126    5 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.70   109.08 |  121   16 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.75   109.48 |  120   17 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.45    66.45 |  123   16 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.40    91.71 |  126    4 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.40     1.16 |  123   16 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   61.75   122.76 |  115   22 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   61.75   122.13 |  121   11 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.05    91.66 |  124    9 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.15    91.62 |  124   11 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.10    92.30 |  125    5 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.40    91.71 |  121   15 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.60    91.48 |  119   20 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.45    91.53 |  123   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.90     1.70 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.25    92.43 |  118   24 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.30    91.74 |  121   18 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.40   109.06 |  123   11 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.80    66.82 |  124   15 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.65    91.63 |  122   19 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    1.10     1.81 |  126    3 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.75    91.60 |  122   17 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    1.70     1.87 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.65    91.63 |  122   20 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   47.00   109.51 |  120   20 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.25    91.59 |  123   11 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.60   109.12 |  123   10 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.50    66.44 |  124   11 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.10    91.64 |  125    6 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.45    66.66 |  122   15 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.50   109.72 |  120   18 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.65     1.56 |  125   11 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.05    67.22 |  124   14 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.75    66.83 |  121   19 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.45    91.53 |  125    5 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.65     1.39 |  127    2 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.80    92.09 |  122   14 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.75   108.92 |  118   21 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.85    66.58 |  122   12 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.20    91.61 |  122   19 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.10    91.81 |  118   26 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.90    66.79 |  125   10 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.25    91.92 |  122   18 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.15    91.96 |  123   19 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.15    66.51 |  127    2 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   46.60   108.84 |  120   18 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.90    66.57 |  125    8 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    1.00     1.52 |  123   15 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.15    66.52 |  127    2 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.15    91.79 |  125    7 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.80     1.44 |  126    3 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.95    66.79 |  125    8 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.05    91.82 |  121   17 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.95    66.32 |  125    9 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.90    66.56 |  124   12 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.60    66.63 |  124   10 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.20    91.78 |  120   21 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.55    92.33 |  123   10 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.70    91.62 |  125    9 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.45     1.16 |  127    0 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   31.15    91.62 |  124    8 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |    0.65     1.11 |  127    1 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   15.90    66.56 |  123   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   30.90    91.70 |  123   13 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   61.75   122.51 |  120   19 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   16.25    66.49 |  125    8 |    0.00     0.00     0.00
 O  2.00e+07    82.47 |   47.20   109.43 |  122   12 |    0.00     0.00     0.00
Traceback (most recent call last):
  File "/home/dq/PycharmProjects/ReinforcementLearning/Projects/RMUA/RMUA 2021_V5.100/eRL_demo_SingleFilePPO.py", line 955, in <module>
    demo_discrete_action()
  File "/home/dq/PycharmProjects/ReinforcementLearning/Projects/RMUA/RMUA 2021_V5.100/eRL_demo_SingleFilePPO.py", line 951, in demo_discrete_action
    train_and_evaluate(args)
  File "/home/dq/PycharmProjects/ReinforcementLearning/Projects/RMUA/RMUA 2021_V5.100/eRL_demo_SingleFilePPO.py", line 758, in train_and_evaluate
    evaluator.evaluate_save(agent.act, agent.cri)
  File "/home/dq/PycharmProjects/ReinforcementLearning/Projects/RMUA/RMUA 2021_V5.100/eRL_demo_SingleFilePPO.py", line 792, in evaluate_save
    self.total_step += steps  # update total training steps
KeyboardInterrupt
